Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temprature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),Maximum area this plant require (inches),Soil depth for sowing (inches),Plant name
Vegetable,Tomate Rouge de Namur,20,2,18,0.3,5,6000,70,"[""Loamy"",""Sandy loam""]","[""North America"",""Europe""]","[""Spring"",""Summer""]",30,35,10,48,"[""NPK 10-10-10"",""Compost""]",4,60,24,0.5,"tomate rouge de namur
le sachet de 25 graines"
Vegetable,Tomate Charnue de Huy,18,5,15,0.3,3,18000,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""France"",""Belgium"",""Netherlands""]","[""Start summer"",""Late summer"",""Early autumn""]",40,35,30,48,"[""NPK 10-10-10"",""Organic compost""]",4,60,24,0.5,"tomate charnue de huy
le sachet de 25 graines"
Tomato,Tomate Prolifique de Falisolle,20 °C,5 mm,15 °C,0.3 m³/m³,4 mm/day,8 hours,60%,"[""Loamy soil"",""Sandy soil"",""Clay soil""]","[""Mediterranean region"",""Temperate regions""]","[""Start summer"",""Spring"",""Autumn""]",40 km/h,35 °C,50 mm,24 hours,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",2 weeks,60 inches,24 inches,1 inch,"tomate prolifique de falisolle
le sachet de 25 graines"
Tomato,Tomate Rouge Glacier,15-25,5-10,15-20,0.2-0.4,4-6,18000-22000,50-70,"[""Sandy loam"",""Clay loam"",""Loamy soil""]","[""Mediterranean region"",""Subtropical regions""]","[""Start summer"",""Spring"",""Autumn""]",30,35,20,48,"[""Organic compost"",""NPK fertilizer""]",4-6,60,24,0.5,"tomate rouge glacier
le sachet de 25 graines"
Tomato,Tomate reine des hâtives,20,5,18,0.3,3,3600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean region"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,15,24,"[""10-10-10"",""15-15-15""]",4,48,12,1,"tomate reine des hâtives
le sachet de 25 graines"
Fruit,Tomate Saint Jean d'Angely,20,5,15,0.3,4,600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""Spain"",""Italy""]","[""Start summer"",""Late summer"",""Early autumn""]",30,35,20,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,60,24,0.5,"tomate saint jean d'angely
le sachet de 25 graines"
Tomato,Tomate Rouge Corma (Lignée 1 de Gembloux),15-30,5-10,15-25,0.3-0.6,4-6,18000-22000,40-70,"[""Loam"",""Silt"",""Clay""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Spring"",""Summer""]",20,35,20,48,"[""NPK"",""Compost"",""Manure""]",4-6,60-80,24-36,0.5-1,"tomate rouge corma (lignée 1 de gembloux)
le sachet de 25 graines"
Tomato,Tomate Rouge Gloire de Malines,22,3,18,0.4,5,600,70,"[""Loamy"",""Sandy"",""Clay""]","[""France"",""Belgium"",""Netherlands""]","[""Start in late spring"",""Summer"",""Early Autumn""]",40,35,20,24,"[""NPK 10-10-10"",""Compost""]",4,60,24,0.5,"tomate rouge gloire de malines
le sachet de 25 graines"
Vegetable,Tomate Rouge Joffre,25,5,18,0.3,3,6000,60,"[""Clay"",""Loam"",""Sandy""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Late Spring"",""Summer"",""Early Fall""]",40,35,30,48,"[""NPK"",""Compost""]",4,60,24,0.5,"tomate rouge joffre
le sachet de 25 graines"
Tomato,Tomate Chemin Rouge,25,5,20,0.4,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean region"",""Southern Europe"",""North Africa""]","[""Start of summer"",""Late spring"",""Early autumn""]",30,40,20,24,"[""Organic compost"",""Nitrogen-rich fertilizer""]",2,60,24,1,"tomate chemin rouge
le sachet de 25 graines"
Tomato,Tomate Rouge Anna Russian,20,5,18,0.3,3,18000,60,"[""Loam"",""Silt"",""Clay""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Start Summer"",""Spring"",""Autumn""]",30,35,50,24,"[""NPK"",""Organic compost""]",2,72,24,0.5,"tomate rouge anna russian
le sachet de 25 graines"
Vegetable,Rhubarbe Rouge,18,5,12,0.3,4,28800,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Cool temperate regions"",""Northern hemisphere""]","[""Spring"",""Summer""]",30,30,20,48,"[""Compost"",""Manure""]",4,40,24,1,rhubarbe rouge
Vegetable,Céleri à côtes blanc pascal,10-20,2-4,10-20,0.2-0.3,4-6,6-8,50-70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean region"",""Europe"",""North America""]","[""Spring"",""Summer"",""Fall""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",2-4,24,12,0.25,"céleri à côtes blanc pascal
le sachet de +/- 380 graines"
Vegetable,Céleri à côtes vert d'elne,15-20,2-5,12-18,0.2-0.4,2-4,4000-5000,50-70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southern France"",""Spain""]","[""Spring"",""Summer""]",25,35,10,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4-6,12-18,12-18,0.2-0.4,"céleri à côtes vert d'elne
le sachet de +/- 380 graines"
Vegetable,Céleri à côtes violettes,20,5,15,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay""]","[""France"",""Belgium"",""Canada""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,"céleri à côtes violettes
le sachet de +/- 380 graines"
Vegetable,Céleri géant doré,20,5,18,0.3,3,24000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""Belgium"",""Canada""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,"céleri géant doré
le sachet de +/- 200 graines"
Vegetable,Céleri à côtes tall utah,20,5,15,0.3,3,6000,60,"[""Loam"",""Silt"",""Clay""]","[""France"",""United States"",""Canada""]","[""Spring"",""Summer"",""Fall""]",30,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,"céleri à côtes tall utah
le sachet de +/- 380 graines"
Vegetable,Laitue pommée d'hiver de Trémont,15,5,10,0.3,3,18000,60,"[""Loam"",""Silt"",""Clay""]","[""France"",""Belgium"",""Canada""]","[""Start of summer"",""Spring"",""Autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,12,10,0.5,"laitue pommée d'hiver de trémont
le sachet de +/- 700 graines"
Leafy Vegetable,Laitue à Couper Verte d'Hiver,10,5,12,0.2,3,24000,60,"[""Loam"",""Silt"",""Clay""]","[""France"",""Belgium"",""Canada""]","[""Spring"",""Fall""]",40,30,20,48,"[""NPK 10-10-10"",""Compost""]",4,16,12,0.2,"laitue à couper verte d'hiver
le sachet de +/- 500 graines"
Vegetable,Salsifis Blanc Amélioré,18,2,15,0.4,4,3600,60,"[""Loamy soil"",""Sandy soil""]","[""France"",""Belgium"",""Netherlands""]","[""Spring"",""Fall""]",30,35,10,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,12,1,salsifis blanc amélioré
Vegetable,Chou de Milan de Pontoise,10-20,5-10,10-15,0.2-0.4,2-4,4-6,60-80,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Fall""]",30-50,25-30,20-30,48-72,"[""NPK 10-10-10"",""Compost""]",4-6,12-18,12x12,0.5-1,"chou de milan de pontoise
le sachet de +/- 250 graines"
Vegetable,Chou de Milan Plainpalais,18,5,15,0.3,4,28800,60,"[""Loam"",""Clay"",""Silt""]","[""France"",""Switzerland"",""Italy""]","[""Spring"",""Autumn""]",30,30,20,48,"[""NPK 10-10-10"",""Compost"",""Fish emulsion""]",4,20,12,0.5,"chou de milan plainpalais
le sachet de +/- 250 graines"
Vegetable,Chou de Milan Bloemendaalse Gele,15,3,10,0.3,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Fall""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,20,12,0.5,"chou de milan ""bloemendaalse gele""
le sachet de +/- 250 graines"
Vegetable,Chou de Milan de Lorient,15,5,18,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Fall""]",30,30,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,0.5,"chou de milan de lorient
le sachet de ± 90 graines"
Vegetable,Scorsonère Noir Géant de Russie,15,5,18,0.25,3,6000,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Europe"",""North America""]","[""Early Spring"",""Late Summer""]",30,35,20,48,"[""Organic Compost"",""Fish Emulsion""]",4,36,12,1,scorsonère noir géant de russie
Legume,Haricot à Rames Mangetout à Cosses Violettes - Blauhilde,20,5,18,0.3,4,6000,65,"[""Loamy"",""Sandy""]","[""France"",""Germany"",""United Kingdom""]","[""Spring"",""Summer""]",40,35,15,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",3,60,24,2,"haricot à rames mangetout à cosses violettes - blauhilde
le sachet de +/- 120 graines"
Legume,Haricot à rames hâtif neckarkönigin,18.5,5.2,15.4,0.25,3.8,25000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""Germany"",""United Kingdom""]","[""Early summer"",""Late summer"",""Early fall""]",30,35,20,48,"[""Organic compost"",""All-purpose fertilizer""]",2,96,48,1,"haricot à rames hâtif neckarkönigin
le sachet de +/- 120 graines"
Climbing Bean,Haricot Mangetout à Rames Neckargold,20,5,18,0.3,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Southwest France"",""Central Italy"",""Southern Spain""]","[""Late Spring"",""Summer""]",30,35,20,48,"[""Organic Fertilizer"",""Nitrogen Fertilizer""]",2,60,16,2,"haricot mangetout à rames neckargold
le sachet de +/- 140 graines"
Legume,Haricot à Rames Mangetout de Malines,15-25,10-20,15-20,0.2-0.4,2-5,3000-3500,40-70,"[""Loamy"",""Sandy""]","[""France"",""Belgium"",""Netherlands""]","[""Spring"",""Summer""]",20-30,30-35,50-100,24-48,"[""NPK"",""Compost""]",2-4,60-72,36-48,1-2,"haricot à rames mangetout de malines
le sachet de +/- 120 graines"
Legume,Haricot à rames mangetout princesse du pévèle,15,5,18,0.3,2,3600,60,"[""Loam"",""Sandy loam""]","[""France"",""Belgium"",""Netherlands""]","[""Spring"",""Summer""]",40,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,72,36,1,"haricot à rames mangetout princesse du pévèle
le sachet de +/- 120 graines"
Climbing bean,Haricot à rames mangetout beurre Sunshine,15-25,2-5,15-20,0.2-0.3,4-6,6-8,60-80,"[""Well-drained soil"",""Loamy soil"",""Sandy soil""]","[""Mediterranean region"",""Southern Europe"",""North Africa""]","[""Spring"",""Summer""]",20,35,20,48,"[""Compost"",""Organic nitrogen fertilizer""]",2-3,60,24,1,"haricot à rames mangetout beurre ""sunshine""
le sachet de +/- 120 graines"
Legume,Haricot à rames mangetout (à couper) beurre 'golden gate',20,5,18,0.25,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""France"",""United States"",""United Kingdom""]","[""Late Spring"",""Summer"",""Early Fall""]",30,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,60,24,1,"haricot à rames mangetout (à couper) beurre ""golden gate""
le sachet de +/- 120 graines"
Legume,Haricot à rames mangetout vigneronne,15-25,2-5,10-20,0.2-0.3,3-5,6-8,40-60,"[""Loamy"",""Sandy"",""Clayey""]","[""France"",""Italy"",""Spain""]","[""Spring"",""Summer""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,60,36,2,"haricot à rames mangetout vigneronne
le sachet de +/- 150 graines"
Legume,Haricot à rames mangetout fortex,20,5,18,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer""]",40,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,96,12,2,"haricot à rames mangetout fortex
le sachet de +/- 120 graines"
Vegetable,Haricot à rames mangetout trebona,20,5,18,0.3,3,600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""Spain"",""Italy""]","[""Start summer"",""Late summer"",""Early autumn""]",30,35,20,24,"[""Nitrogen-rich fertilizer"",""Potassium-rich fertilizer""]",4,80,24,2,"haricot à rames mangetout trebona
le sachet de +/- 120 graines"
Haricot à rames mangetout,Helda type Sabre,20 °C,2 mm,18 °C,0.3 m³/m³,3 mm/day,600 seconds,60%,"[""Sandy loam"",""Silt loam"",""Clay loam""]","[""ABC region"",""BCA region"",""XYZ region""]","[""Start of summer"",""ABC season"",""XYZ season""]",20 km/h,35 °C,50 mm,48 hours,"[""ABX fertilizer"",""AFN fertilizer""]",4 weeks,60 in,36 in,2 in,"haricot à rames mangetout helda type sabre
le sachet de +/- 100 graines"
Vegetable,Pois à rames mangetout à cosses jaunes Saint Désirat,10-25,2-5,10-20,0.2-0.4,4-7,3000-4000,50-70,"[""Well-drained loamy soil"",""Sandy soil""]","[""France"",""Europe""]","[""Spring"",""Fall""]",30,30,10,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4-6,60,24,2,"pois à rames mangetout à cosses jaunes saint désirat
le sachet de +/- 300 graines"
Vegetable,Pois à rames Mangetout Heraut,20,5,18,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Silt loam""]","[""Temperate regions"",""Mediterranean regions""]","[""Spring"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,80,24,2,"pois à rames mangetout heraut
le sachet de +/- 300 graines"
Legume,Soja Edamame,20,5,18,0.3,4,18000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,40,12,1,soja edamame
Leafy Vegetable,Epinard hâtif à grandes feuilles,20,5,15,0.4,3,3600,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""France"",""Belgium"",""Canada""]","[""Spring"",""Summer"",""Autumn""]",40,35,15,48,"[""NPK 10-10-10"",""Compost""]",4,18,12,0.5,"epinard hâtif à grandes feuilles
le sachet de +/- 1500 graines"
Vegetable,Epinard Fraise,10-18,2-5,8-15,0.2-0.4,2-4,24000-28000,40-70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""Germany"",""United States""]","[""Spring"",""Autumn""]",40,30,10,24-48,"[""NPK"",""Compost"",""Manure""]",2-3,12,12x12,0.5-1,epinard fraise
Vegetable,Epinard Butterflay,20,5,18,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Temperate regions"",""Cool temperate regions""]","[""Spring"",""Autumn""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,12,12,0.5,"epinard butterflay
le sachet de +/- 1500 graines"
Vegetable,Epinard géant d'hiver,15,3,10,0.3,2,18000,70,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""France"",""Belgium"",""Canada""]","[""Spring"",""Autumn""]",40,30,20,48,"[""Nitrogen-rich fertilizer"",""Potassium-based fertilizer""]",2,20,12,1,"epinard géant d'hiver
le sachet de +/- 1500 graines"
Vegetable,Epinard Perpetuel,18,5,15,0.3,3,28800,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""France"",""Spain"",""Italy""]","[""Start of spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,20,12,0.5,epinard perpetuel
Leafy green vegetable,Epinard Thorin (Type Matador),10-25,2-5,10-20,0.2-0.3,3-5,6000-8000,60-80,"[""Loamy"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mild climates""]","[""Spring"",""Autumn""]",25,30,20,24-48,"[""NPK 10-10-10"",""Compost""]",4-6,12,24,0.5-1,"epinard thorin (type matador)
le sachet de +/- 1680 graines"
Vegetable,Courge Eponge Luffa,25,5,20,0.3,3,3600,60,"[""Loamy"",""Sandy loam""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Monsoon""]",40,40,20,48,"[""Organic compost"",""Well-rotted manure""]",2,120,36,1,"courge eponge luffa
le sachet de 12 graines"
Vegetable,Pâtisson Blanc,18,5,15,0.25,4,18000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""France"",""Europe"",""North America""]","[""Start of summer"",""Late summer"",""Early autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,20,24,1,"pâtisson blanc
le sachet de 12 graines"
Vegetable,Pâtisson Orange,20,5,18,0.3,2,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Late spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Nitrogen-rich fertilizer""]",4,24,36,1,"pâtisson orange
le sachet de 12 graines"
Vegetable,Pâtisson Panaché,15-25,5-10,15-20,0.3-0.5,3-5,2400-2800,40-60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southwestern United States"",""Central Europe""]","[""Spring"",""Summer""]",30,35,20,24,"[""Organic compost"",""NPK fertilizer""]",2,12,24,1,"pâtisson panaché
le sachet de 12 graines"
Vegetable,Pâtisson vert pâle de Bennings,20,5,15,0.25,3,3000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""Belgium"",""Netherlands""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,12,24,1,"pâtisson vert pâle de bennings
le sachet de 12 graines"
Vegetable,Carotte blanche de Küttigen,10-25,2-5,10-20,30-60,3-5,6-8,50-70,"[""Loamy"",""Sandy loam""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,30,10,48,"[""NPK"",""Compost""]",4-6,8,6,0.5,"carotte blanche de küttigen
le sachet de +/- 2000 graines"
Vegetable,Carotte de colmar à coeur rouge 2,15,5,18,0.3,3,24000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Colmar"",""Alsace"",""France""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Organic compost"",""Nitrogen-rich fertilizer""]",4,12,6,0.5,"carotte de colmar à coeur rouge 2
le sachet de +/- 2000 graines"
Vegetable,Carotte Nantaise 2,20,5,15,0.4,3,18000,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""France"",""United States"",""Canada""]","[""Spring"",""Fall""]",30,35,10,48,"[""NPK 10-10-10"",""Compost""]",4,12,12,0.5,"carotte nantaise 2
le sachet de +/- 2000 graines"
Vegetable,Carotte Rodelika,15,5,12,0.3,4,3600,60,"[""Sandy loam"",""Loamy soil"",""Clay soil""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Compost"",""Bone meal""]",4,20,12,1,"carotte rodelika
le sachet de +/- 2200 graines"
Vegetable,Carotte Violette Rouge Sang,15,5,20,0.3,4,18000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""Spain"",""Italy""]","[""Spring"",""Summer"",""Autumn""]",40,35,25,24,"[""NPK 10-10-10"",""Compost""]",4,18,12,0.5,"carotte violette ""rouge sang""
le sachet de +/- 2000 graines"
Vegetable,Carotte Jaune Obtuse du Doubs,15,2,12,0.4,3,3600,70,"[""Loamy"",""Sandy""]","[""France"",""Switzerland""]","[""Spring"",""Summer""]",30,35,20,72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,18,12,0.5,"carotte jaune obtuse du doubs
le sachet de +/- 2000 graines"
Vegetable,Carotte Flakkeese 2,18,5,15,0.2,3,3600,60,"[""Loamy"",""Sandy""]","[""Temperate regions"",""Mild climate areas""]","[""Spring"",""Autumn""]",30,30,20,48,"[""Nitrogen-based"",""Potassium-based""]",4,12,12,0.5,"carotte flakkeese 2
le sachet de +/- 2000 graines"
Vegetable,Carotte Violette Gniff,18,5,15,0.3,4,12000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""France"",""Belgium"",""Canada""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1,"carotte violette gniff
le sachet de +/- 2000 graines"
Vegetable,Carotte Blanche des Vosges,15,5,10,0.2,3,3000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""Germany"",""Belgium""]","[""Spring"",""Summer"",""Autumn""]",40,30,20,48,"[""NPK 10-10-10"",""Compost"",""Bone Meal""]",4,12,12,0.5,"carotte blanche des vosges
le sachet de +/- 2000 graines"
Carrot,Carotte de Chantenay à Coeur Rouge 2,15,5,18,0.3,4,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""France"",""United States"",""Canada""]","[""Spring"",""Summer"",""Fall""]",40,35,20,24,"[""NPK"",""Compost""]",4,10,6,0.5,"carotte de chantenay à coeur rouge 2
le sachet de +/- 2000 graines"
Vegetable,Carotte géante de Tilques,15,5,12,0.3,3,3600,70,"[""Loamy"",""Sandy"",""Clay""]","[""France"",""Belgium"",""Netherlands""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,12,6,0.5,"carotte géante de tilques
le sachet de +/- 2000 graines"
Vegetable,Carottes en mélange,15,5,18,0.3,3,12000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK"",""Compost""]",4,12,12,0.5,"carottes en mélange
le sachet de +/- 2000 graines"
Vegetable,Carotte Longue Jaune de Belgique,15,5,12,0.3,4,6000,60,"[""Sandy loam"",""Loam""]","[""Belgium"",""France"",""Netherlands""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,24,"[""Nitrogen-based"",""Phosphorus-based""]",4,12,12,0.5,"carotte longue jaune de belgique
le sachet de +/- 2000 graines"
Vegetable,Poireau gros long d’été,15-25,5-10,10-15,0.2-0.3,3-5,6-8,60-70,"[""Loam"",""Silt"",""Clay""]","[""France"",""Belgium"",""Netherlands""]","[""Spring"",""Summer"",""Autumn""]",30,35,15,24-48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2-3,20,12,1-2,"poireau gros long d’été
le sachet de +/- 450 graines"
Vegetable,Poireau Jaune du Poitou,10-25,2-5,10-20,20-40,3-5,6-8,40-70,"[""Loamy"",""Sandy"",""Clay""]","[""Poitou-Charentes"",""Western France"",""Mediterranean regions""]","[""Start of summer"",""Autumn""]",20,30,20,48,"[""Nitrogen-rich fertilizer"",""Potassium-rich fertilizer""]",4,20,12,0.5,"poireau jaune du poitou
le sachet de +/- 450 graines"
Vegetable,Poireau Elbeuf Elephant,15,5,10,0.3,3,3600,70,"[""Loamy"",""Sandy"",""Clayey""]","[""Europe"",""North America""]","[""Start of spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,30,12,2,"poireau elbeuf elephant
le sachet de +/- 450 graines"
Maize,Maïs doux mezdi,22,5,18,0.25,3,20000,70,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""North America"",""South America"",""Africa""]","[""Summer"",""Rainy season""]",50,40,50,48,"[""NPK 15-15-15"",""Compost""]",4,120,12,2,"maïs doux mezdi
le sachet de +/- 70 graines"
Maïs doux martian purple,Le sachet de +/- 80 graines,20 °C,5 mm,18 °C,0.2 m³/m³,4 mm/day,600 seconds,60%,"[""Sandy loam"",""Loam"",""Clay""]","[""Temperate regions"",""Mild climates""]","[""Start summer"",""Late spring""]",40 km/h,35 °C,10 mm,48 hours,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4 weeks,90 in,36 in,2 in,"maïs doux martian purple
le sachet de +/- 80 graines"
Vegetable,Maïs doux multicolore inca rainbow,25,10,20,0.3,5,3000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK fertilizer"",""Compost""]",4,96,48,2,"maïs doux multicolore inca rainbow
le sachet de +/- 80 graines"
Corn,Maïs Doux Golden Bantam,20-30,5-10,15-20,0.2-0.3,4-6,6-8,50-70,"[""Loam"",""Sandy loam""]","[""North America"",""Europe""]","[""Spring"",""Summer""]",30-40,35-40,20-30,48-72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,72-96,12-16,2-3,"maïs doux golden bantam
le sachet de +/- 80 graines"
Vegetable,Fenouil doux précoce d'été,20,5,18,0.3,4,300,70,"[""Loamy soil"",""Sandy soil""]","[""Mediterranean region"",""Southwestern United States""]","[""Start summer"",""Autumn""]",40,35,20,Every 2 days,"[""Organic compost"",""Fish emulsion""]",4,24,12,0.5,"fenouil doux précoce d'été
le sachet de +/- 380 graines"
Vegetable,Fenouil Doux Zefa Fino,15,5,18,0.3,3,18000,60,"[""Loamy"",""Sandy"",""Clay""]","[""Mediterranean region"",""Temperate climates""]","[""Spring"",""Summer"",""Fall""]",30,35,50,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,36,24,0.5,"fenouil doux zefa fino
le sachet de +/- 380 graines"
Herb,Fenouil Doux Zefa Tardo,18,2,15,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Temperate""]","[""Late Spring"",""Summer"",""Early Fall""]",30,35,10,24,"[""Organic compost"",""Liquid seaweed fertilizer"",""Fish emulsion""]",4,36,12,0.5,"fenouil doux zefa tardo
le sachet de +/- 380 graines"
Herbaceous plant,Fenouil doux perfection,20,5,15,0.3,3,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Temperate climate regions""]","[""Spring"",""Summer""]",30,35,30,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",2,36,12,0.5,"fenouil doux perfection
le sachet de +/- 380 graines"
Herbaceous Plant,Fenouil Doux Selma,20,5,18,0.3,3,30000,60,"[""Loam"",""Clay"",""Sandy""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,36,12,0.5,"fenouil doux selma
le sachet de +/- 380 graines"
Vegetable,Côte de bette verte à couper,20,5,15,0.3,3,12000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,12,1,"côte de bette verte à couper
le sachet de +/- 100 graines"
Vegetable,côte de bette à cardes rouges,20,5,18,0.3,3,3600,70,"[""loam"",""sandy loam"",""clay loam""]","[""France"",""Italy"",""Switzerland""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK"",""compost""]",4,24,12,0.5,"côte de bette à cardes rouges
le sachet de +/- 130 graines"
