Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temprature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),maximum area this plant require(inches),soil depth for sowing(inches),Plant name
Legume,Melilotus albus 18,25,5,20,0.3,3,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe""]","[""Spring"",""Summer""]",40,40,20,48,"[""NPK"",""Compost""]",4,36,12,0.5,"melilotus albus 18,"
Herb,Mentha x piperita,18,5,15,0.4,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,mentha x piperita
Mesembryanthemum crystallinum,Mesembryanthemum crystallinum,20,5,15,0.3,3,3000,60,"[""Sandy"",""Loamy"",""Well-drained""]","[""Coastal regions"",""Mediterranean climates""]","[""Late spring"",""Summer""]",40,35,25,72,"[""All-purpose liquid fertilizer"",""Slow-release granular fertilizer""]",4,12,12,0.25,mesembryanthemum crystallinum
Herbaceous Plant,Meum Athamanticum,22,5,18,0.4,3,6000,50,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Autumn""]",30,35,15,48,"[""Organic compost"",""Balanced NPK fertilizer""]",4,24,12,0.25,meum athamanticum
Perennial Herb,Myrrhis Odorata,15.6,3.2,13.8,0.25,2.1,24000,70,"[""Loam"",""Clay"",""Silt""]","[""Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Autumn""]",30,35,30,48,"[""Organic compost"",""Fish emulsion"",""Seaweed extract""]",4,36,24,0.5,myrrhis odorata
Herb,Ocimum basilicum 37,25,5,20,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southeast Asia"",""Central America""]","[""Summer"",""Spring"",""Autumn""]",30,35,20,24,"[""NPK fertilizer"",""Organic compost""]",4,24,12,0.5,"ocimum basilicum 37,"
Biennial,Oenothera biennis,20,5,15,0.3,4,300,60,"[""Sandy loam"",""Loamy sand""]","[""North America"",""Europe""]","[""Late spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,60,12,0.25,oenothera biennis
Ornamental Plant,Ornithogalum arcuatum,18,5,15,0.3,2,6000,70,"[""Loamy"",""Sandy""]","[""Mediterranean region"",""South Africa""]","[""Spring"",""Summer""]",40,35,30,48,"[""Liquid fertilizer"",""Slow-release granular fertilizer""]",4,12,8,2,ornithogalum arcuatum
Flowering Perennial,Ornithogalum candicans,20,5,15,0.3,3,6000,60,"[""Well-drained sandy soil"",""Loamy soil""]","[""Mediterranean regions"",""California"",""South Africa""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,24,12,2,ornithogalum candicans
Perennial,Ovyria Digyna,22,5,18,0.35,4,18000,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,50,48,"[""Slow-release fertilizer"",""Organic compost""]",4,24,12,0.5,ovyria digyna
Perennial,Paeonia anomala,18,5,15,0.4,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Mountainous areas""]","[""Spring"",""Summer""]",40,30,30,48,"[""Organic compost"",""Slow-release fertilizer""]",4,24,12,2,paeonia anomala
Perennial,Paeonia lactiflora,10-25,5-10,15-20,0.3-0.5,3-5,6-8,40-60,"[""Loam"",""Sandy loam"",""Silty loam""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",20-30,35-40,20-30,24-48,"[""Organic compost"",""Bone meal"",""Slow-release granular fertilizer""]",4-6,36-48,24-36,2-4,paeonia lactiflora
Perennial,Paeonia Mlokosewitschii,15,5,18,0.4,3,6000,50,"[""Well-drained"",""Loamy"",""Slightly acidic""]","[""Temperate regions"",""Mediterranean climates""]","[""Late spring"",""Early summer""]",30,35,20,24,"[""Organic compost"",""Slow-release granular fertilizer""]",8,36,24,2,paeonia mlokosewitschii
Herbaceous perennial,Paeonia mollis,18,3,15,0.3,2,3600,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,50,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",6,24,24,1,paeonia mollis
Perennial,Paeonia obovata,18,5,15,0.3,3,3000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions of Asia"",""Europe"",""North America""]","[""Late spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,24,2,paeonia obovata
Perennial,Paeonia officinalis,18,5,15,0.3,4,3000,60,"[""Loam"",""Clay"",""Silt""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,24,2,paeonia officinalis
Perennial,Paeonia Veitchii,15-25,5-10,10-20,0.2-0.4,2-4,3000-3500,40-60,"[""Sandy loam"",""Loamy soil"",""Well-drained soil""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",40-60,35-40,20-30,48-72,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,24-36,36-48,2-3,paeonia veitchii
Ornamental Grass,Panicum elegans,22,5,18,0.3,3,3000,60,"[""Well-drained soil""]","[""Sunset Zone 1-24"",""USDA Zone 7-10""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""NPK 10-10-10"",""Bone meal""]",4,36,24,1,panicum elegans
Perennial plant,Papaver orientale-ryhmä,10-20,2-5,10-15,0.2-0.4,4-6,6-8,40-60,"[""Loam"",""Clay"",""Sandy""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",30-40,25-30,10-20,24-48,"[""NPK fertilizer"",""Compost""]",4-6,30-36,12-18,0.5-1,papaver orientale-ryhmä
Annual,Papaver rhoas,17,2,20,0.35,3,25000,55,"[""Loam"",""Sandy"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",20,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,0.2,papaver rhoas
Flowering plant,Papaver somniferum 23,20,5,15,0.3,4,3600,60,"[""Loam"",""Sandy loam""]","[""Mediterranean region"",""Central Asia""]","[""Spring"",""Summer""]",30,40,20,48,"[""NPK fertilizer"",""Organic compost""]",4,36,12,0.25,"papaver somniferum 23,"
Flowering Plant,Paradisea Liliastrum,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean region"",""Central Europe"",""North Africa""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic Compost"",""Liquid Fertilizer""]",4,24,12,1,paradisea liliastrum
Perennial,Parasenecio hastatus,20,5,18,0.3,3,3000,70,"[""Sandy loam"",""Loam"",""Clay""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer"",""Autumn""]",30,35,50,48,"[""Organic compost"",""Slow-release granules""]",4,20,12,0.5,parasenecio hastatus
Evergreen Coniferous Tree,Pinus peuce,-5.8,5.2,5.1,0.25,1.8,28800,60,"[""Well-drained sandy loam"",""Silty clay loam"",""Loamy sand""]","[""Mountains of Bulgaria"",""Macedonia"",""Northern Greece""]","[""Late spring"",""Summer"",""Early autumn""]",60,30,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",8,120,400,2,pinus peuce
Vegetable,Phaseolus coccineus 29,20,5,18,0.3,3,600,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,24,"[""NPK fertilizer"",""Compost""]",4,120,12,2,phaseolus coccineus 29.
Vegetable,Phaseolus vulgaris 29,20,5,18,0.3,3,3600,60,"[""loam"",""sandy loam"",""clay""]","[""North America"",""South America"",""Europe""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK"",""compost""]",4,30,12,2,"phaseolus vulgaris 29,"
Shrub,Physocarpus opulifolius,18,5,15,0.25,2,18000,60,"[""Loam"",""Clay"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,50,48,"[""Slow-release granular fertilizer"",""Compost""]",8,96,36,4,physocarpus opulifolius
Perennial,Pilosella Aurantica,20,5,15,0.4,3,6000,60,"[""Loam"",""Sandy loam"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,12,10,1,pilosella aurantica
Vegetable,"Pisum sativum 10, 29, 30, 38",10-30 °C,Varies depending on the region,15-25 °C,0.2-0.4 m³/m³,Varies depending on the region,Varies depending on the region,Varies depending on the region,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""North America"",""Europe""]","[""Spring"",""Early Summer""]",25 km/h,35-40 °C,Varies depending on the region,2-3 hours,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",Every 2-3 weeks,24-36 inches,Varies depending on the spacing,1-2 inches,"pisum sativum 10, 29, 30, 38,"
Perennial plant,Podophyllum hexandrum,10-20,5-10,12-18,0.2-0.4,2-4,3000-3500,40-60,"[""Loamy"",""Sandy"",""Well-drained""]","[""Himalayas"",""Northern India"",""Tibet""]","[""Spring"",""Summer""]",30-40,25-30,20-30,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,12-18,12x12,1-2,podophyllum hexandrum
Perennial,Polemonium caeruleum,20,5,15,0.3,3,6000,60,"[""Sandy loam"",""Loamy sand"",""Silt loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,1,polemonium caeruleum
Perennial,Polymonium Multoforum,20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Woodlands"",""Moist areas""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release fertilizer""]",4,12,12,0.5,polymonium multoforum
Perennial,Polygonatum Odoratum,15,5,18,0.4,3,6000,60,"[""Loamy"",""Sandy"",""Clay""]","[""Temperate regions"",""Woodlands"",""Shaded areas""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,24,12,2,polygonatum odoratum
Perennial,Potentilla megalantha,20,5,18,0.3,3,3600,60,"[""Loam"",""Sandy loam""]","[""Temperate regions"",""Mountainous areas""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,potentilla megalantha
Tree,Pterocarya rhoifolia,20,10,18,0.3,5,3600,60,"[""Loam"",""Clay"",""Silt""]","[""Temperate regions"",""Subtropical regions""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,50,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",12,240,500,2,pterocarya rhoifolia
Flowering Perennial,Pulsatilla Vulgaris,12,5,10,0.3,3,3000,60,"[""Loam"",""Sandy"",""Chalky""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Early Autumn""]",25,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,12,6,0.2,pulsatilla vulgaris
Perennial,Friesianus,23,5,18,0.2,3,300,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Coastal areas""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,20,24,"[""NPK"",""Compost""]",4,24,36,2,friesianus
Climbing plant,Rhodochiton atrosanguineum,20.5,5,18,0.3,4,3600,65,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Spring"",""Summer"",""Autumn""]",40,35,30,48,"[""NPK 10-10-10"",""Organic compost""]",4,120,36,0.5,rhodochiton atrosanguineum
Perennial,Rheum × hybridum,18,5,15,0.25,3,30000,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Cool climates""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,60,24,0.5,rheum × hybridum
Flowering Plant,Rosa 33,25,10,20,0.3,5,3000,60,"[""sandy loam"",""clay loam"",""loamy soil""]","[""Mediterranean climate regions"",""Temperate climate regions""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""NPK fertilizer"",""compost""]",4,48,24,1,"rosa 33,"
Shrub,Salsola komarowii,15-25,2-5,12-20,0.1-0.3,3-5,24000-28000,40-60,"[""Sandy"",""Loamy"",""Clay""]","[""Mediterranean region"",""Central Asia"",""North Africa""]","[""Spring"",""Summer""]",40,35,10,48-72,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4-6,30,12,0.5,salsola komarowii
Perennial Herb,Sagittaria sagittifolia,10-25,5-15,10-20,40-60,3-5,24000-28000,60-80,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48-72,"[""NPK fertilizers"",""Organic compost""]",4-6,24-36,12-18,1-2,sagittaria sagittifolia
Perennial,Sanguisorba officinalis,20,5,15,0.4,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""Organic compost"",""Slow-release fertilizer""]",8,48,24,0.2,sanguisorba officinalis
Flowering Plant,Parviflora,20,5,18,0.3,4,3600,60,"[""Loam"",""Sandy"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,0.5,parviflora
Perennial,Saponaria officinalis,18,3,15,0.4,2,24000,60,"[""Loam"",""Sandy loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,36,12,0.25,saponaria officinalis
Perennial,Scabiosa Columbaria,20,5,15,0.3,4,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,24,12,0.5,scabiosa columbaria
Grain Crop,Secale cereale,18,5,15,0.3,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,40,12,2,secale cereale
Perennial,Silene dioica,15,5,12,0.3,3,3600,70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Temperate regions"",""Woodlands"",""Grasslands""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.2,silene dioica
Plant,Sinapsis Alba,20,5,18,0.3,3,3600,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,36,12,1,sinapsis alba
Perennial,Smilacina racemosa,18.5,5.6,15.2,0.35,4.8,26400,70,"[""Loamy"",""Sandy"",""Clay""]","[""Shaded woodlands"",""Moist meadows""]","[""Late spring"",""Early summer""]",40,32,50,48,"[""Organic compost"",""Slow-release fertilizer""]",8,36,24,0.6,smilacina racemosa
Perennial,Solanum dulcamara,15,5,20,0.4,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""NPK fertilizer"",""Compost""]",4,80,12,0.2,solanum dulcamara
Solanum lycopersicum 31,Solanum lycopersicum 31,22,5,18,0.3,3,6000,50,"[""sandy loam"",""loam"",""clay""]","[""temperate regions"",""greenhouses""]","[""start of summer"",""spring"",""fall""]",40,35,50,24,"[""nitrogen-based"",""potassium-based""]",2,60,24,2,"solanum lycopersicum 31,"
Perennial Herb,Solidago Virgaurea,18,5,15,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Late Spring"",""Summer"",""Early Fall""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,12,0.5,solidago virgaurea
Perennial,Symphyandra Hoffmannii,20,5,18,0.4,3,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Woodlands"",""Shaded areas""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.2,symphyandra hoffmannii
Perennial,Symphyandra pendula,15-25,3-5,10-20,0.3-0.5,2-4,6-8,50-70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Woodlands"",""Shaded areas""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK fertilizers"",""Organic compost""]",4-6,24,12,0.25,symphyandra pendula
Perennial Herb,Symphytum sp.,20,5,18,0.3,3,3600,70,"[""Loam"",""Clay"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,2,symphytum sp.
Flowering Plant,Tagetes “Linnaeus”,25,5,20,0.3,3,3600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Sunny gardens"",""Balconies"",""Patios""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,20,48,"[""All-purpose fertilizer"",""Slow-release granular fertilizer""]",4,24,12,0.5,tagetes “linnaeus”
Perennial Herbaceous Plant,Tanacetum coccineum,20,5,15,0.3,3,18000,60,"[""Well-drained soil"",""Sandy soil""]","[""Europe"",""North America""]","[""Start of summer"",""Late spring""]",40,35,50,48-72,"[""Organic compost"",""Slow-release fertilizer""]",4,36,12,0.25,tanacetum coccineum
Herbaceous perennial,Tanacetum parthenium,20,5,15,0.3,4,18000,60,"[""Sandy loam"",""Clay loam"",""Loam""]","[""Europe"",""North America"",""Australia""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""Organic compost"",""Balanced NPK fertilizer""]",4,36,12,0.5,tanacetum parthenium
Perennial Herb,Tanacetum vulgare,18,4,15,0.2,3,24000,60,"[""Well-drained"",""Sandy"",""Loamy""]","[""Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Fall""]",40,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,36,12,0.25,tanacetum vulgare
Herbaceous perennial,Taraxacum officinale,15,5,12,0.3,3,3000,60,"[""Loamy"",""Sandy"",""Clayey""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,16,20,0.5,taraxacum officinale
Perennial Flower,Telekia Speciosa,18,5,15,0.4,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Eastern Europe"",""Caucasus"",""Central Asia""]","[""Late Spring"",""Summer"",""Early Autumn""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,60,24,1,telekia speciosa
Perennial,Tellima grandiflora,18,5,15,0.35,4,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe""]","[""Early summer"",""Late summer""]",30,30,20,48,"[""Organic compost"",""Slow-release granules""]",8,24,12,0.2,tellima grandiflora
Perennial,Thalictrum aquilegiifolium,20,5,15,0.2,3,12000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Slow-release granular fertilizer"",""Compost"",""Liquid fertilizer""]",4,36,12,0.2,thalictrum aquilegiifolium
Perennial,Thalictrum rochebruneanum,18,5,15,0.3,3,18000,60,"[""Loam"",""Clay"",""Sandy""]","[""Temperate regions"",""Woodland gardens"",""Shaded areas""]","[""Late Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,48,24,0.5,thalictrum rochebruneanum
Perennial,Thermopsis Montana,15-25,5-10,10-15,0.3-0.5,2-4,2000-2500,40-60,"[""Loam"",""Sandy""]","[""Mountainous regions"",""Grasslands""]","[""Late spring"",""Summer""]",30-40,30-35,15-20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6-8,24-36,12-18,1-2,thermopsis montana
Perennial,Tragopogon porrifolius,10,5,15,0.4,3,18000,60,"[""Loamy"",""Sandy""]","[""Europe"",""Asia""]","[""Spring"",""Summer""]",40,35,30,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,48,12,0.5,tragopogon porrifolius
Flowering Plant,Tragopogon Pratensis,20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Late Spring"",""Summer"",""Early Fall""]",40,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,36,12,0.5,tragopogon pratensis
Flowering plant,Tricyrtis macropoda,20,5,18,0.4,3,3000,70,"[""Loam"",""Sandy loam""]","[""Shaded gardens"",""Woodland areas""]","[""Late spring"",""Summer"",""Early fall""]",30,35,20,48,"[""Organic compost"",""Slow-release balanced fertilizer""]",4,36,24,0.5,tricyrtis macropoda
Perennial,Trifolium pratense,10-25,5-10,10-20,0.2-0.4,3-5,6-8,40-70,"[""Loam"",""Silt"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,35,20,24-48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,12-24,12-24,0.5-1,trifolium pratense
Crop,Triticum aestivum 31,22.5,5.2,15.7,0.25,3.8,3600,60,"[""Loam"",""Silt"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,24,"[""NPK"",""Compost""]",4,40,50,2,"triticum aestivum 31,"
Cereal,Triticum dicoccon,10-25,5-10,10-20,0.2-0.4,4-6,4-8 hours,40-60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""India"",""Pakistan"",""Iran"",""Turkey""]","[""Winter"",""Spring""]",50,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,36,24,2,triticum dicoccon
Grain Crop,Triticum monococcum 29,20,5,18,0.3,4,3600,60,"[""Loam"",""Silt"",""Clay""]","[""Mediterranean region"",""Central Asia"",""Middle East""]","[""Spring"",""Summer""]",30,35,50,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,40,10,2,"triticum monococcum 29,"
Cereal,Triticum Spelta,15.6,2.5,12.3,0.25,3.8,27000,65,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""North America"",""Australia""]","[""Spring"",""Summer""]",40,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,48,24,2,triticum spelta
Vegetable,Oleracea,25,5,20,0.3,4,6000,60,"[""Loam"",""Silt"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",30,35,10,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,36,12,2,oleracea
Perennial,Veratrum nigrum,15,5,10,0.4,3,24000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Cool temperate regions"",""Mountainous areas""]","[""Late spring"",""Summer""]",40,35,30,72,"[""Compost"",""Organic Mulch""]",4,60,24,0.5,veratrum nigrum
Perennial,Verbascum phoeniceum,18,5,15,0.3,3,18000,60,"[""Well-drained soil"",""Sandy soil""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,35,20,24,"[""Organic compost"",""General-purpose liquid fertilizer""]",4,36,12,0.2,verbascum phoeniceum
Herbaceous perennial,Verbascum thapsus,15-30,2-5,15-25,0.2-0.4,4-6,6-8,40-60,"[""Loamy"",""Sandy"",""Clayey""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",20-40,35-40,50-100,48-72,"[""Nitrogen-based"",""Potassium-based""]",4-6,60-96,12-18,0.25-0.5,verbascum thapsus
Perennial,Veronica gentianoides,18,3,15,0.2,4,3000,60,"[""Loam"",""Sandy loam"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Compost"",""Organic slow-release fertilizer""]",4,24,12,0.2,veronica gentianoides
Perennial,Veronica Longifolia,20,5,15,0.3,2,18000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""Organic compost"",""Liquid fertilizer""]",8,48,24,0.5,veronica longifolia
Perennial,Veronicastrum sibiricum,20,5,15,0.3,3,6000,60,"[""Loam"",""Silt"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Late Spring"",""Summer"",""Early Autumn""]",40,35,20,48,"[""NPK"",""Compost""]",4,60,36,0.5,veronicastrum sibiricum
Perennial,Zigadenus elegans,15-25,2-5,10-20,0.2-0.5,2-4,24000-28000,40-60,"[""Loam"",""Sandy Loam""]","[""Mountains"",""Valleys"",""Grasslands""]","[""Spring"",""Summer""]",30,30,10,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,24,12,0.5,zigadenus elegans
Flowering Plant,Amabile,25,5,20,0.3,4,600,60,"[""Loam"",""Sandy loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start of summer""]",40,35,20,48,"[""NPK fertilizer"",""Compost""]",4,24,12,1,amabile
Amiva,Amiva seed,25,10,20,0.3,5,3600,70,"[""sandy loam"",""clay loam"",""silty loam""]","[""Region A"",""Region B"",""Region C""]","[""Start of summer"",""Late spring"",""Early autumn""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,36,12,2,amiva
Flowering Plant,Athos,25,5,20,0.3,3,3000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Start of Summer"",""Late Spring"",""Early Autumn""]",40,40,20,48,"[""NPK 10-10-10"",""Compost"",""Fish Emulsion""]",4,24,12,0.5,athos
Winter Plant,Winter Seed,-5,5,2,0.3,1,30000,70,"[""Loam"",""Clay"",""Silt""]","[""North America"",""Europe"",""Asia""]","[""Fall"",""Winter""]",40,30,20,48,"[""NPK"",""Compost"",""Fish Emulsion""]",4,24,12,1,winter
Flowering plant,Boccia,25,5,20,0.4,3,6000,70,"[""Loamy soil"",""Sandy soil"",""Well-drained soil""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Start of summer"",""Spring"",""Autumn""]",40,35,10,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,24,12,2,boccia
Flowering Plant,Bogus,25,5,20,0.5,4,300,60,"[""Loam"",""Sandy""]","[""Tropical regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Compost""]",4,24,12,2,bogus
Flowering plant,Bollin,25,10,20,0.3,5,18000,70,"[""Loam"",""Sandy loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Monsoon""]",30,40,50,48,"[""NPK 10-10-10"",""Compost""]",4,36,12,2,bollin
